지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),최저운고(100m )
108,서울,2020-02-21 00:00,3.2,,0.6,360,76,5.8,-0.6,1023.9,1034.7,,,0,0,
108,서울,2020-02-21 01:00,2.5,,1.8,50,78,5.7,-0.9,1023.9,1034.8,,,5,4,60
108,서울,2020-02-21 02:00,2.7,,1.9,70,76,5.6,-1.1,1023.4,1034.3,,,10,9,55
108,서울,2020-02-21 03:00,2.7,,0.7,320,74,5.5,-1.4,1023.4,1034.3,,,8,0,
108,서울,2020-02-21 04:00,2.5,,1.4,140,76,5.6,-1.3,1022.9,1033.8,,,7,0,
108,서울,2020-02-21 05:00,2.1,,1.8,50,79,5.6,-1.1,1022.4,1033.3,,,6,0,
108,서울,2020-02-21 06:00,2.4,,2.4,70,72,5.2,-2.1,1022.2,1033.1,,,9,0,
108,서울,2020-02-21 07:00,2.5,,2.1,90,72,5.3,-2,1022.4,1033.3,,,9,0,
108,서울,2020-02-21 08:00,3,,1.9,90,67,5.1,-2.5,1022.6,1033.4,0,0.05,8,0,
108,서울,2020-02-21 09:00,3.8,,2.7,70,67,5.4,-1.7,1022.5,1033.3,0,0.27,9,2,45
108,서울,2020-02-21 10:00,5.7,,2.5,50,57,5.2,-2.1,1022.3,1033,0.3,0.82,8,0,
108,서울,2020-02-21 11:00,7.1,,1.7,90,53,5.4,-1.8,1022.1,1032.8,0.4,1.02,9,3,45
108,서울,2020-02-21 12:00,8.2,,1.5,70,49,5.4,-1.8,1021.1,1031.7,0,0.91,9,4,47
108,서울,2020-02-21 13:00,9.4,,1.8,50,44,5.2,-2.2,1019.8,1030.3,0.1,1.07,9,2,14
108,서울,2020-02-21 14:00,10.7,,3.3,200,41,5.3,-2,1018.2,1028.7,0.3,1.15,9,6,12
108,서울,2020-02-21 15:00,10.9,,4,230,44,5.8,-0.8,1017.4,1027.9,0,0.55,9,7,14
108,서울,2020-02-21 16:00,10.7,,2.9,200,47,6.1,-0.1,1016.7,1027.2,0,0.42,9,8,13
108,서울,2020-02-21 17:00,10.5,,3,230,51,6.4,0.7,1016.2,1026.7,0,0.17,10,8,12
108,서울,2020-02-21 18:00,10.1,,2.4,250,57,7,1.9,1015.5,1026,0,0.07,10,7,11
108,서울,2020-02-21 19:00,9.7,,1.9,200,60,7.2,2.2,1014.8,1025.3,0,0,9,2,17
108,서울,2020-02-21 20:00,9.5,,2.1,250,60,7.1,2.1,1014.3,1024.8,,,10,4,10
108,서울,2020-02-21 21:00,8.4,0.6,3.1,230,74,8.1,4,1014.3,1024.8,,,10,7,9
108,서울,2020-02-21 22:00,7.5,,2.7,270,87,9,5.4,1013.9,1024.5,,,10,9,6
108,서울,2020-02-21 23:00,7.2,,2.2,200,92,9.3,5.9,1012.9,1023.5,,,10,9,3
108,서울,2020-02-22 00:00,7,3.6,2.6,200,93,9.3,5.9,1011.5,1022.1,,,10,7,
108,서울,2020-02-22 01:00,6.5,,3.5,270,93,9,5.4,1011.3,1021.9,,,10,6,7
108,서울,2020-02-22 02:00,6,,5.8,270,93,8.7,4.9,1011,1021.6,,,10,9,6
108,서울,2020-02-22 03:00,5.2,3.1,5.5,270,90,7.9,3.6,1011.2,1021.8,,,10,7,9
108,서울,2020-02-22 04:00,4.7,,2.6,250,87,7.4,2.7,1011,1021.6,,,9,9,10
108,서울,2020-02-22 05:00,4.2,,3.7,270,86,7.1,2,1011.3,1022,,,9,9,10
108,서울,2020-02-22 06:00,3.9,0,3.6,270,83,6.7,1.2,1011.8,1022.5,,,9,9,9
108,서울,2020-02-22 07:00,3.5,,3,270,80,6.2,0.3,1012.5,1023.2,,,9,9,8
108,서울,2020-02-22 08:00,3.4,,3.2,270,81,6.3,0.4,1013,1023.7,0,0.03,9,9,8
108,서울,2020-02-22 09:00,3.9,,2.5,270,79,6.3,0.5,1013.6,1024.3,0,0.15,9,9,7
108,서울,2020-02-22 10:00,4.9,,4.2,270,68,5.9,-0.5,1013.4,1024.1,0.4,0.57,8,8,8
108,서울,2020-02-22 11:00,6.3,,3.1,250,62,5.9,-0.4,1013.4,1024,1,1.27,8,8,8
108,서울,2020-02-22 12:00,6.7,,5.8,270,54,5.3,-1.9,1013.1,1023.7,0.9,1.76,7,7,9
108,서울,2020-02-22 13:00,7.2,,5.2,250,48,4.9,-3,1012.5,1023.1,1,2.17,10,7,10
108,서울,2020-02-22 14:00,5.7,,4.3,290,50,4.6,-3.9,1012.1,1022.7,0.5,0.88,7,7,13
108,서울,2020-02-22 15:00,6.1,0,4.6,290,42,4,-5.8,1012.5,1023.1,0.6,0.82,9,9,10
108,서울,2020-02-22 16:00,5.7,,4,270,45,4.1,-5.3,1013.3,1023.9,0.6,0.7,8,8,13
108,서울,2020-02-22 17:00,4.7,,5.8,270,48,4.1,-5.3,1013.7,1024.4,0,0.35,4,4,13
108,서울,2020-02-22 18:00,4.3,,4.2,270,43,3.6,-7.2,1014.3,1025,0.9,0.35,2,2,15
108,서울,2020-02-22 19:00,3,,3.4,290,47,3.6,-7.2,1015.5,1026.3,0,0.01,0,0,
108,서울,2020-02-22 20:00,2.2,,3.4,270,48,3.5,-7.6,1016.8,1027.6,,,0,0,
108,서울,2020-02-22 21:00,1.6,,3.8,270,50,3.4,-7.7,1017.7,1028.5,,,1,1,10
108,서울,2020-02-22 22:00,0.9,,5,290,53,3.5,-7.6,1018.6,1029.5,,,0,0,
108,서울,2020-02-22 23:00,0.4,,2.5,270,56,3.5,-7.3,1018.7,1029.6,,,0,0,
108,서울,2020-02-23 00:00,0,,3,250,55,3.4,-7.9,1019,1029.9,,,0,0,
108,서울,2020-02-23 01:00,-0.4,,2,250,56,3.3,-8.1,1019.2,1030.1,,,0,0,
108,서울,2020-02-23 02:00,-0.8,,1.7,250,58,3.3,-8,1019.2,1030.2,,,0,0,
108,서울,2020-02-23 03:00,-1.1,,1.1,270,63,3.6,-7.2,1019.1,1030.1,,,0,0,
108,서울,2020-02-23 04:00,-1.1,,2.1,270,62,3.5,-7.4,1019.2,1030.2,,,0,0,
108,서울,2020-02-23 05:00,-1.5,,0.8,320,63,3.5,-7.6,1019.2,1030.2,,,0,0,
108,서울,2020-02-23 06:00,-1.9,,0.6,320,64,3.4,-7.8,1019.4,1030.4,,,0,0,
108,서울,2020-02-23 07:00,-2.5,,0.2,0,67,3.4,-7.7,1019.5,1030.5,,,0,0,
108,서울,2020-02-23 08:00,-2.3,,0.6,50,63,3.2,-8.4,1019.5,1030.5,0.3,0.11,0,0,
108,서울,2020-02-23 09:00,0.2,,1.3,180,47,2.9,-9.8,1020.2,1031.1,1,0.76,0,0,
108,서울,2020-02-23 10:00,2.1,,1.6,270,38,2.7,-10.7,1020.3,1031.2,1,1.45,0,0,
108,서울,2020-02-23 11:00,3.8,,2.2,320,32,2.6,-11.4,1020.2,1031,1,2.05,0,0,
108,서울,2020-02-23 12:00,5,,2.8,290,27,2.4,-12.4,1019.9,1030.6,1,2.46,0,0,
108,서울,2020-02-23 13:00,7,,2.8,270,27,2.7,-10.7,1018.7,1029.3,1,2.6,0,0,
108,서울,2020-02-23 14:00,7.4,,3.3,250,32,3.3,-8.2,1017.6,1028.2,1,2.56,0,0,
108,서울,2020-02-23 15:00,7.7,,3.2,290,31,3.2,-8.4,1017.1,1027.7,1,2.22,0,0,
108,서울,2020-02-23 16:00,7.6,,2.6,270,31,3.2,-8.4,1016.8,1027.4,1,1.72,0,0,
108,서울,2020-02-23 17:00,6.9,,2.9,270,33,3.3,-8.2,1016.4,1027,1,1.06,1,0,
108,서울,2020-02-23 18:00,5.3,,2.3,270,41,3.6,-6.9,1016.4,1027.1,0.9,0.37,0,0,
108,서울,2020-02-23 19:00,4.1,,2.7,290,42,3.5,-7.6,1016.5,1027.2,0,0.01,0,0,
108,서울,2020-02-23 20:00,3.4,,2.6,290,45,3.5,-7.4,1017,1027.8,,,0,0,
108,서울,2020-02-23 21:00,2.9,,2.2,270,51,3.8,-6.2,1016.7,1027.5,,,0,0,
108,서울,2020-02-23 22:00,2.6,,1.7,250,58,4.3,-4.8,1016.9,1027.7,,,0,0,
108,서울,2020-02-23 23:00,2.3,,1.3,180,59,4.2,-4.9,1016.9,1027.7,,,0,0,
108,서울,2020-02-24 00:00,1.6,,0.6,180,65,4.5,-4.2,1016.6,1027.4,,,7,7,
108,서울,2020-02-24 01:00,2.2,,1.1,140,59,4.2,-4.9,1016.4,1027.2,,,0,0,
108,서울,2020-02-24 02:00,2.6,,1.3,110,59,4.3,-4.6,1016.2,1027,,,9,9,21
108,서울,2020-02-24 03:00,2.8,,1.3,110,55,4.1,-5.3,1015.7,1026.5,,,7,3,15
108,서울,2020-02-24 04:00,1.9,,0.9,50,65,4.6,-3.9,1015.2,1026,,,2,0,
108,서울,2020-02-24 05:00,1,,1.7,50,68,4.5,-4.2,1015.2,1026,,,0,0,
108,서울,2020-02-24 06:00,1.2,,1.9,50,63,4.2,-5,1015.6,1026.4,,,8,8,7
108,서울,2020-02-24 07:00,1.9,,1.8,50,61,4.3,-4.8,1015.5,1026.3,,,9,9,6
108,서울,2020-02-24 08:00,2.4,,2.1,50,60,4.4,-4.5,1015.9,1026.7,0,0.06,6,6,10
108,서울,2020-02-24 09:00,3.8,,2,70,51,4.1,-5.4,1016,1026.7,0.4,0.48,8,8,8
108,서울,2020-02-24 10:00,5.9,,2.6,70,47,4.4,-4.5,1015.6,1026.3,1,1.31,2,0,
108,서울,2020-02-24 11:00,7.8,,1.9,50,43,4.5,-4,1015.1,1025.7,1,1.87,3,0,
108,서울,2020-02-24 12:00,9.8,,1.4,180,44,5.4,-1.8,1014.6,1025.1,1,2.08,3,0,
108,서울,2020-02-24 13:00,10.9,,1.9,180,43,5.6,-1.2,1013.8,1024.2,1,2.2,4,0,
108,서울,2020-02-24 14:00,11.8,,1.6,200,38,5.3,-2,1013,1023.4,1,1.95,6,0,
108,서울,2020-02-24 15:00,11.5,,2.5,250,40,5.4,-1.6,1012.6,1023,0.8,1.37,7,0,
108,서울,2020-02-24 16:00,11.4,,2.4,230,40,5.4,-1.7,1012.2,1022.6,0.2,0.89,7,0,
108,서울,2020-02-24 17:00,11.6,,1.8,290,36,4.9,-2.9,1012.2,1022.6,1,0.77,5,0,
108,서울,2020-02-24 18:00,10.5,,1.2,340,45,5.7,-0.9,1011.7,1022.1,0.3,0.23,5,0,
108,서울,2020-02-24 19:00,9.5,,1.1,320,52,6.2,0.1,1011.6,1022,0,0,10,8,57
108,서울,2020-02-24 20:00,8.6,,1.7,290,57,6.3,0.5,1011.9,1022.4,,,10,8,57
108,서울,2020-02-24 21:00,8.2,,0.6,70,56,6.1,0,1011.6,1022.1,,,8,0,
108,서울,2020-02-24 22:00,7.9,,1.5,70,57,6.1,-0.1,1011.3,1021.8,,,9,9,47
108,서울,2020-02-24 23:00,8,,0.3,0,56,6,-0.2,1011.7,1022.2,,,10,6,27
108,서울,2020-02-25 00:00,7.9,,1.8,50,60,6.3,0.5,1010.6,1021.1,,,10,10,
108,서울,2020-02-25 01:00,7.9,,1.5,70,60,6.3,0.5,1010.1,1020.6,,,,,
108,서울,2020-02-25 02:00,8,,1.4,90,61,6.5,0.9,1010.4,1020.9,,,10,7,9
108,서울,2020-02-25 03:00,7.3,0.5,3.1,70,73,7.4,2.7,1010,1020.5,,,10,8,7
108,서울,2020-02-25 04:00,6.4,,4.2,70,80,7.6,3.1,1009.1,1019.7,,,10,8,7
108,서울,2020-02-25 05:00,6,,5.3,90,82,7.6,3.1,1008,1018.6,,,10,8,8
108,서울,2020-02-25 06:00,6,1.9,4.8,70,80,7.5,2.8,1007.2,1017.8,,,10,8,8
108,서울,2020-02-25 07:00,5.8,,3.7,90,83,7.6,3.1,1006.9,1017.5,,,10,8,8
108,서울,2020-02-25 08:00,5.6,,4.9,70,91,8.2,4.2,1007.2,1017.8,0,0,10,7,8
108,서울,2020-02-25 09:00,5.7,6.2,4.5,70,93,8.5,4.6,1007.7,1018.3,0,0.02,10,8,8
108,서울,2020-02-25 10:00,5.6,,4.5,70,93,8.4,4.5,1007,1017.6,0,0.09,10,7,8
108,서울,2020-02-25 11:00,5.5,,5.9,70,93,8.4,4.4,1005.9,1016.5,0,0.15,10,6,6
108,서울,2020-02-25 12:00,6.1,7.3,5.5,70,87,8.1,4,1005.1,1015.6,0,0.49,10,5,6
108,서울,2020-02-25 13:00,6.3,,4.2,70,83,7.9,3.6,1005.5,1016,0,0.29,10,8,6
108,서울,2020-02-25 14:00,7,,4.4,70,83,8.3,4.3,1005,1015.5,0,0.6,10,6,10
108,서울,2020-02-25 15:00,7.8,0.7,5.1,70,74,7.8,3.4,1004.4,1014.8,0,0.58,10,5,8
108,서울,2020-02-25 16:00,8.6,,6.2,70,65,7.2,2.3,1005,1015.4,0,0.91,9,4,10
108,서울,2020-02-25 17:00,9.4,,6,90,60,7.1,2,1005.4,1015.8,0.5,0.71,7,7,10
108,서울,2020-02-25 18:00,8.9,,5.3,70,59,6.7,1.3,1006,1016.4,0.1,0.26,8,8,12
108,서울,2020-02-25 19:00,8,,4.6,70,62,6.6,1.1,1007,1017.5,0,0.01,0,0,
108,서울,2020-02-25 20:00,7.5,,4.5,70,60,6.2,0.2,1007.9,1018.4,,,0,0,
108,서울,2020-02-25 21:00,6.9,,3.9,70,60,6,-0.3,1008.7,1019.2,,,2,2,15
108,서울,2020-02-25 22:00,5.8,,3.6,70,63,5.8,-0.7,1009.4,1020,,,0,0,
108,서울,2020-02-25 23:00,5.2,,3.2,70,62,5.5,-1.5,1009.8,1020.4,,,0,0,
108,서울,2020-02-26 00:00,4.7,,3.3,70,62,5.3,-1.9,1009.8,1020.4,,,0,0,
108,서울,2020-02-26 01:00,4.3,,2,70,64,5.3,-1.9,1010,1020.6,,,0,0,
108,서울,2020-02-26 02:00,4.1,,3,70,64,5.2,-2.1,1010.4,1021.1,,,0,0,
108,서울,2020-02-26 03:00,3.7,,2.6,70,65,5.2,-2.2,1010.6,1021.3,,,0,0,
108,서울,2020-02-26 04:00,3.1,,1.4,270,74,5.7,-1,1010.8,1021.5,,,1,1,15
108,서울,2020-02-26 05:00,3,,0.4,0,72,5.5,-1.5,1011.3,1022,,,7,7,16
108,서울,2020-02-26 06:00,3.4,,1.6,70,67,5.2,-2.1,1011.7,1022.4,,,6,6,16
108,서울,2020-02-26 07:00,3.1,,1.2,70,70,5.4,-1.8,1012.1,1022.8,,,5,5,16
108,서울,2020-02-26 08:00,3.3,,1.2,50,71,5.5,-1.4,1012.8,1023.5,0,0.04,9,9,18
108,서울,2020-02-26 09:00,4.3,,1.6,20,65,5.4,-1.7,1013.2,1023.9,0.2,0.37,6,6,18
108,서울,2020-02-26 10:00,6.8,,1,50,55,5.4,-1.6,1013.2,1023.8,1,1.29,7,2,13
108,서울,2020-02-26 11:00,9,,1.1,90,47,5.4,-1.7,1012.9,1023.4,0.7,1.67,7,7,38
108,서울,2020-02-26 12:00,9.2,,2.7,290,48,5.6,-1.2,1012.8,1023.3,0.2,1.42,5,5,13
108,서울,2020-02-26 13:00,9.8,,2.5,320,45,5.5,-1.5,1012.2,1022.7,0.5,1.74,8,8,14
108,서울,2020-02-26 14:00,9.8,,3.1,340,48,5.8,-0.7,1011.7,1022.2,0,1.15,8,8,17
108,서울,2020-02-26 15:00,9.9,,2.8,290,45,5.5,-1.5,1011.4,1021.9,0.3,0.81,8,8,12
108,서울,2020-02-26 16:00,10,,3.2,290,41,5,-2.6,1011.3,1021.8,0.5,1.07,7,7,13
108,서울,2020-02-26 17:00,10,,3.3,320,40,4.9,-3,1011.7,1022.2,0.8,0.69,4,4,16
108,서울,2020-02-26 18:00,9.2,0,2,340,49,5.7,-0.9,1012.3,1022.8,0.6,0.2,8,8,14
108,서울,2020-02-26 19:00,8.4,,2.8,360,51,5.6,-1.1,1012.9,1023.4,0,0,6,6,13
108,서울,2020-02-26 20:00,7.9,,3.5,340,53,5.6,-1.1,1013.5,1024,,,7,7,12
108,서울,2020-02-26 21:00,6.6,0,2.4,50,63,6.1,0,1014,1024.6,,,5,5,10
108,서울,2020-02-26 22:00,5.8,,1.8,50,68,6.2,0.3,1014.7,1025.3,,,4,4,18
108,서울,2020-02-26 23:00,5.3,,1.8,50,71,6.3,0.4,1015.3,1026,,,3,3,20
108,서울,2020-02-27 00:00,4.7,,1.7,50,75,6.4,0.6,1015.4,1026.1,,,4,4,
108,서울,2020-02-27 01:00,4.1,,1.8,50,76,6.2,0.2,1015.6,1026.3,,,0,0,
108,서울,2020-02-27 02:00,3.6,,1.5,70,73,5.8,-0.7,1016.2,1026.9,,,0,0,
108,서울,2020-02-27 03:00,3,,1.7,50,72,5.5,-1.5,1016.4,1027.2,,,4,4,10
108,서울,2020-02-27 04:00,2.4,,1.7,70,69,5,-2.7,1016.6,1027.4,,,3,3,10
108,서울,2020-02-27 05:00,2.1,,2.3,90,68,4.8,-3.2,1016.6,1027.4,,,0,0,
108,서울,2020-02-27 06:00,1.6,,1.5,70,71,4.9,-3.1,1017.3,1028.1,,,3,3,10
108,서울,2020-02-27 07:00,1.3,,2,70,69,4.6,-3.7,1017.7,1028.6,,,6,6,12
108,서울,2020-02-27 08:00,1.8,,2.2,70,64,4.5,-4.2,1018.4,1029.2,0.4,0.13,4,4,14
108,서울,2020-02-27 09:00,4.2,,3.1,70,55,4.5,-4,1018.7,1029.4,1,0.76,1,1,13
108,서울,2020-02-27 10:00,6.6,,2.2,90,49,4.8,-3.3,1019,1029.7,1,1.49,0,0,
108,서울,2020-02-27 11:00,8,,1.8,70,43,4.6,-3.8,1018.7,1029.3,1,2.1,3,3,18
108,서울,2020-02-27 12:00,8.4,,1.8,50,41,4.5,-4.1,1018.5,1029.1,1,1.44,7,7,13
108,서울,2020-02-27 13:00,10.5,,2.6,140,33,4.2,-5.1,1017.8,1028.3,1,2.54,3,3,16
108,서울,2020-02-27 14:00,11.6,,2,90,31,4.2,-4.9,1016.8,1027.2,1,2.74,3,3,17
108,서울,2020-02-27 15:00,11.7,,1.3,70,30,4.1,-5.3,1016.2,1026.6,1,2.38,2,2,15
108,서울,2020-02-27 16:00,12,,2.5,230,27,3.8,-6.4,1016,1026.4,1,1.77,1,1,18
108,서울,2020-02-27 17:00,11.5,,2.1,230,29,3.9,-5.9,1015.9,1026.3,1,1.08,0,0,
108,서울,2020-02-27 18:00,9.2,,2.9,270,48,5.6,-1.2,1016.2,1026.7,1,0.34,0,0,
108,서울,2020-02-27 19:00,7.5,,3.4,290,52,5.4,-1.7,1016.4,1027,0,0,1,0,
108,서울,2020-02-27 20:00,6.6,,2.3,290,55,5.4,-1.8,1016.9,1027.5,,,0,0,
108,서울,2020-02-27 21:00,6.1,,1,320,56,5.3,-2,1017,1027.7,,,0,0,
108,서울,2020-02-27 22:00,5.7,,0.6,360,54,4.9,-2.9,1017.1,1027.8,,,6,0,
108,서울,2020-02-27 23:00,5,,1.6,50,56,4.9,-3,1016.6,1027.3,,,6,2,52
108,서울,2020-02-28 00:00,4.6,,1.5,70,59,5,-2.7,1015.9,1026.6,,,4,0,
108,서울,2020-02-28 01:00,4.1,,1.5,50,61,5,-2.7,1015.4,1026.1,,,7,0,
108,서울,2020-02-28 02:00,4,,1.5,50,62,5,-2.6,1015.5,1026.2,,,9,4,45
108,서울,2020-02-28 03:00,4.2,,2,70,63,5.2,-2.2,1014.7,1025.4,,,8,0,
108,서울,2020-02-28 04:00,4.1,,2,70,64,5.2,-2.1,1014.1,1024.8,,,8,0,
108,서울,2020-02-28 05:00,4.3,,1,50,64,5.3,-1.9,1013.7,1024.4,,,10,10,35
108,서울,2020-02-28 06:00,4.4,,1.3,50,64,5.4,-1.8,1013.5,1024.2,,,10,10,35
108,서울,2020-02-28 07:00,4.6,,0.9,70,61,5.2,-2.2,1013.3,1024,,,10,10,37
108,서울,2020-02-28 08:00,4.8,,1.4,140,60,5.2,-2.3,1013.9,1024.6,0,0.03,10,10,34
108,서울,2020-02-28 09:00,5.2,,1,20,60,5.3,-1.9,1014.2,1024.9,0,0.12,10,4,14
108,서울,2020-02-28 10:00,5.7,,1.7,200,51,4.7,-3.6,1013.6,1024.2,0,0.19,10,6,16
108,서울,2020-02-28 11:00,5.3,,2,230,51,4.5,-4,1013.8,1024.5,0,0.28,10,7,11
108,서울,2020-02-28 12:00,4.2,0.2,0.7,360,80,6.6,1,1013.5,1024.2,0,0.35,10,8,4
108,서울,2020-02-28 13:00,3.8,,1.5,50,86,6.9,1.6,1012.8,1023.5,0,0.32,10,8,3
108,서울,2020-02-28 14:00,3.6,,1.1,20,90,7.1,2.1,1011.5,1022.2,0,0.33,10,8,3
108,서울,2020-02-28 15:00,4.2,2.2,1.6,140,86,7.1,2,1010.7,1021.4,0,0.42,10,8,3
108,서울,2020-02-28 16:00,4.5,,1.1,160,86,7.2,2.3,1010.5,1021.1,0,0.29,10,9,3
108,서울,2020-02-28 17:00,4.5,,0.9,20,90,7.5,2.9,1010.2,1020.8,0,0.07,10,8,4
108,서울,2020-02-28 18:00,4.6,0.5,0.6,140,91,7.7,3.2,1009.8,1020.4,0,0.01,10,8,3
108,서울,2020-02-28 19:00,4.6,,0.8,50,94,8,3.7,1009.9,1020.5,0,0,10,8,4
108,서울,2020-02-28 20:00,4.7,,1.3,50,94,8,3.8,1009.8,1020.4,,,10,7,7
108,서울,2020-02-28 21:00,4.6,0.6,1.7,50,95,8,3.8,1009.4,1020,,,10,10,6
108,서울,2020-02-28 22:00,4.7,,0.6,90,96,8.2,4.1,1009.2,1019.8,,,10,10,6
108,서울,2020-02-28 23:00,4.6,,1.8,70,96,8.1,4,1009.4,1020,,,10,10,7
108,서울,2020-02-29 00:00,4.5,0.4,1.2,50,96,8.1,3.9,1009.1,1019.7,,,10,10,
108,서울,2020-02-29 01:00,4.6,,1.4,20,96,8.1,4,1008.9,1019.5,,,10,10,6
108,서울,2020-02-29 02:00,4.6,,1.3,50,96,8.1,4,1008.6,1019.2,,,10,10,6
108,서울,2020-02-29 03:00,4.7,0.3,1.6,360,96,8.2,4.1,1008.4,1019,,,10,10,7
108,서울,2020-02-29 04:00,4.6,,1,340,96,8.1,4,1007.9,1018.5,,,10,10,7
108,서울,2020-02-29 05:00,4.6,,0.6,20,96,8.1,4,1008,1018.6,,,9,9,9
108,서울,2020-02-29 06:00,4.6,0.2,0.9,320,95,8,3.8,1008.5,1019.1,,,10,10,8
108,서울,2020-02-29 07:00,4.5,,1.6,50,95,8,3.7,1008.4,1019,,,10,10,7
108,서울,2020-02-29 08:00,4.5,,1.7,50,94,7.9,3.6,1008.3,1018.9,0,0.05,9,9,5
108,서울,2020-02-29 09:00,5.6,0,2.3,70,83,7.5,2.9,1008.7,1019.3,0.7,0.69,2,1,10
108,서울,2020-02-29 10:00,7,,1.5,50,73,7.3,2.4,1008.9,1019.4,1,1.44,2,1,10
108,서울,2020-02-29 11:00,8.6,,1.6,50,61,6.8,1.4,1008.6,1019,1,2.08,1,1,10
108,서울,2020-02-29 12:00,10.4,,1.2,340,54,6.8,1.4,1008.2,1018.6,1,2.47,1,1,10
108,서울,2020-02-29 13:00,10.8,,3,320,50,6.4,0.7,1007.5,1017.9,1,2.77,3,3,10
108,서울,2020-02-29 14:00,11.8,,2.8,340,49,6.8,1.4,1006.5,1016.8,1,2.54,3,3,10
108,서울,2020-02-29 15:00,12.2,,3.1,270,46,6.5,0.9,1006.2,1016.5,1,2.1,1,1,10
108,서울,2020-02-29 16:00,12.8,,2.4,290,43,6.3,0.5,1005.8,1016.1,1,1.64,1,1,10
108,서울,2020-02-29 17:00,11.9,,4.2,270,43,6,-0.3,1005.9,1016.2,1,0.99,0,0,
108,서울,2020-02-29 18:00,10.7,,2.6,290,48,6.2,0.1,1006.1,1016.5,0.8,0.35,0,0,
108,서울,2020-02-29 19:00,9.4,,2.2,340,54,6.3,0.5,1006.5,1016.9,0,0,0,0,
108,서울,2020-02-29 20:00,8.6,,2.3,340,52,5.8,-0.7,1007.3,1017.7,,,0,0,
108,서울,2020-02-29 21:00,7.9,,1.3,320,54,5.8,-0.8,1007.8,1018.3,,,0,0,
108,서울,2020-02-29 22:00,6.9,,1.1,290,60,6,-0.3,1008,1018.5,,,0,0,
108,서울,2020-02-29 23:00,6,,2,270,67,6.2,0.3,1008.1,1018.7,,,0,0,
108,서울,2020-03-01 00:00,5.3,,1.5,270,73,6.5,0.8,1007.6,1018.2,,,0,0,
108,서울,2020-03-01 01:00,5.2,,2,270,73,6.4,0.7,1007.6,1018.2,,,0,0,
108,서울,2020-03-01 02:00,4.7,,1,250,76,6.5,0.8,1008.1,1018.7,,,5,0,
108,서울,2020-03-01 03:00,4.3,,0.6,20,78,6.4,0.7,1008.2,1018.8,,,0,0,
108,서울,2020-03-01 04:00,4,,1.3,50,78,6.3,0.5,1008,1018.6,,,0,0,
108,서울,2020-03-01 05:00,3.3,,1.7,50,76,5.9,-0.5,1007.8,1018.5,,,4,4,12
108,서울,2020-03-01 06:00,3.4,,1.4,20,72,5.6,-1.1,1008.2,1018.9,,,9,9,9
108,서울,2020-03-01 07:00,3.9,,1,50,70,5.7,-1,1008.1,1018.7,,,9,9,10
108,서울,2020-03-01 08:00,4.4,,1.3,50,70,5.8,-0.6,1008.7,1019.3,0,0.04,9,9,11
108,서울,2020-03-01 09:00,5.2,,0.9,50,67,5.9,-0.4,1009.2,1019.8,0,0.22,9,9,11
108,서울,2020-03-01 10:00,6.4,,1.5,50,65,6.2,0.2,1008.5,1019.1,0,0.63,9,9,12
108,서울,2020-03-01 11:00,7.8,,1.6,70,63,6.6,1.1,1008,1018.5,0.1,0.91,9,9,12
108,서울,2020-03-01 12:00,9.5,,1.1,70,59,7,1.8,1007.6,1018,0,1.47,9,9,12
108,서울,2020-03-01 13:00,9.9,,1.7,180,60,7.3,2.4,1007,1017.4,0.1,1.01,9,9,12
108,서울,2020-03-01 14:00,9.1,,2.3,270,67,7.7,3.2,1006.4,1016.8,0,0.41,9,9,7
108,서울,2020-03-01 15:00,8.2,,3.8,320,68,7.4,2.6,1006.2,1016.6,0,0.29,9,9,7
108,서울,2020-03-01 16:00,7.4,,3.4,270,69,7.1,2,1006.6,1017.1,0,0.16,9,9,6
108,서울,2020-03-01 17:00,7.2,,3.1,270,67,6.8,1.4,1006.4,1016.9,0,0.19,9,9,6
108,서울,2020-03-01 18:00,6.9,,2,270,69,6.8,1.5,1006.6,1017.1,0,0.07,9,9,6
108,서울,2020-03-01 19:00,6.4,,2.6,270,68,6.5,0.9,1007.1,1017.6,0,0,9,9,5
108,서울,2020-03-01 20:00,5.6,,3.1,230,79,7.2,2.2,1007.7,1018.3,,,10,10,5
108,서울,2020-03-01 21:00,5.2,0,2.3,320,82,7.2,2.3,1008.2,1018.8,,,10,10,5
108,서울,2020-03-01 22:00,4.2,,1.2,270,93,7.6,3.1,1008.5,1019.1,,,10,9,3
108,서울,2020-03-01 23:00,4,,3.1,290,79,6.4,0.6,1008.9,1019.5,,,10,8,4
108,서울,2020-03-02 00:00,3.6,0.2,2.5,290,79,6.2,0.2,1009.3,1020,,,10,8,
108,서울,2020-03-02 01:00,3,,3.2,290,75,5.7,-1,1009.8,1020.5,,,3,3,10
108,서울,2020-03-02 02:00,2.5,,2.2,270,79,5.8,-0.7,1010.2,1020.9,,,0,0,
108,서울,2020-03-02 03:00,2,0,2.2,270,81,5.7,-0.9,1010,1020.7,,,1,1,10
108,서울,2020-03-02 04:00,1.8,,3.5,270,78,5.4,-1.6,1010.2,1021,,,1,1,10
108,서울,2020-03-02 05:00,1.2,,3,320,62,4.2,-5.2,1010.7,1021.5,,,0,0,
